"ID#","Título","Descripción","Precondiciones","Datos de Prueba","Pasos","Resultado Esperado","Status","Prioridad","Etiquetas (Tipos de Pruebas)","Evidencia","Diseñado por","Ejecutado por","Fecha de Ejecución","Resultado Obtenido","Comentarios","Módulo"
"TC-MEMBERS-06","Baja de socio idempotente sin afectar la cuenta de usuario","Verifica que dar de baja a un socio actualice su estado y fecha de baja, que la operación sea idempotente, y que la cuenta de login asociada no se desactive.","Existe un socio en estado activo.","Socio en estado 'activo'; operación de baja lógica vía endpoint administrativo; segundo intento de baja sobre el mismo socio ya dado de baja.","1) Dar de baja al socio como administrador. 2) Verificar en base de datos el estado y fecha de baja. 3) Intentar dar de baja nuevamente al mismo socio. 4) Verificar que la cuenta de usuario asociada sigue activa.","Tras la baja, el estado pasa a 'baja' y la fecha de baja queda registrada con la fecha del día; repetir la baja sobre un socio ya dado de baja es rechazado; la cuenta de login del usuario no se desactiva.","PASS","Alta","#Funcional #Regresión","test_socios_views.py::test_dar_baja_activo_200, test_dar_baja_already_baja_400, test_dar_baja_response_uses_full_socio_serializer_shape; test_members_services.py::test_dar_baja_sets_estado_baja, test_dar_baja_idempotent","Jimena Gallegillo","CI/pytest local","14/09/2026","Tras la baja, el estado pasa a 'baja' y la fecha de baja queda registrada con la fecha del día; repetir la baja sobre un socio ya dado de baja es rechazado; la cuenta de login del usuario no se desactiva.","","members"
"TC-MEMBERS-07","Carga de certificado médico en PDF e imagen","Verifica que el administrador pueda subir certificados médicos de socios en formato PDF e imagen, preservando la extensión original.","Existe un socio activo; usuario administrador autenticado.","Socio activo; archivo PDF válido y archivo JPG válido subidos como certificado médico vía endpoint administrativo.","1) Subir un certificado en formato PDF para el socio. 2) Subir un certificado en formato imagen (JPG) para otro socio.","Ambas cargas se aceptan, el archivo queda accesible en la carpeta de certificados médicos y la URL devuelta conserva la extensión original correcta.","PASS","Media","#Funcional #Regresión","test_certificado_upload.py::test_admin_uploads_pdf_successfully, test_admin_uploads_image_successfully","Magali Bechis","CI/pytest local","14/09/2026","Ambas cargas se aceptan, el archivo queda accesible en la carpeta de certificados médicos y la URL devuelta conserva la extensión original correcta.","","members"
"TC-MEMBERS-08","Validación de extensión, tamaño y permisos en carga de certificados","Valida que se rechacen archivos con extensión no soportada, archivos que excedan el tamaño máximo, y que un socio no pueda usar el endpoint administrativo de carga.","Existe un socio activo; hay un usuario con rol 'socio' distinto del administrador.","Archivo .exe (extensión no soportada), archivo mayor a 5MB (tamaño excedido), y usuario con rol 'socio' intentando usar el endpoint administrativo de carga.","1) Intentar subir un archivo con extensión no soportada (.exe). 2) Intentar subir un archivo que excede el tamaño máximo permitido (5MB). 3) Intentar subir un certificado autenticado como socio en el endpoint administrativo.","Las tres acciones son rechazadas: extensión inválida y archivo demasiado grande devuelven error de validación; el usuario con rol socio recibe 'prohibido' al usar el endpoint administrativo.","PASS","Alta","#Funcional #Seguridad #Regresión","test_certificado_upload.py::test_upload_rejects_unsupported_extension, test_upload_rejects_oversize, test_socio_cannot_upload_via_admin_endpoint","Gisele Lavisse","CI/pytest local","14/09/2026","Las tres acciones son rechazadas: extensión inválida y archivo demasiado grande devuelven error de validación; el usuario con rol socio recibe 'prohibido' al usar el endpoint administrativo.","","members"
"TC-MEMBERSHIPS-01","Renovación de membresía con vencimiento de la anterior","Verifica que renovar una membresía venza automáticamente cualquier membresía activa previa y cree una nueva membresía activa con fechas correctas.","Miembro existe con una membresía activa (o ninguna); un plan destino está activo.","Socio con membresía activa previa (o sin membresía); plan activo con duracion_dias=30; solicitud de renovación indicando el plan.","1) El socio solicita renovación eligiendo un plan. 2) El sistema procesa la renovación.","Cualquier membresía activa previa pasa a 'vencida'; se crea exactamente una nueva membresía en estado 'activa', con fecha de inicio y fin correctas (inicio + duración del plan); funciona también sin membresía previa.","PASS","Alta","#Funcional #Regresión","test_memberships_services.py::test_renovar_crea_nueva_membresia, test_renovar_calcula_fecha_fin, test_renovar_con_fecha_inicio_explicita, test_renovar_sin_membresia_previa, test_renovar_atomico_vence_todas_las_activas; test_renewal_flow.py::test_renewal_happy_path_201, test_renewal_no_prior_membership_201","Jimena Gallegillo","CI/pytest local","14/09/2026","Cualquier membresía activa previa pasa a 'vencida'; se crea exactamente una nueva membresía en estado 'activa', con fecha de inicio y fin correctas (inicio + duración del plan); funciona también sin membresía previa.","","memberships"
"TC-MEMBERSHIPS-02","Validaciones de acceso y estado en la renovación de membresía","Verifica que la renovación rechace planes inactivos o inexistentes, roles distintos de socio, y solicitudes sin autenticación.","Un socio o no-socio está (o no) logueado.","Plan inactivo, plan_id inexistente (ej. 99999), usuario con rol recepcionista, y solicitud sin token, todos contra el endpoint de renovación.","1) Intentar renovar con un plan inactivo, un plan inexistente, con rol recepcionista, o sin iniciar sesión.","Plan inactivo/inexistente devuelve 404; rol incorrecto (recepcionista) devuelve 403; sin autenticación devuelve 401.","PASS","Crítica","#Seguridad #Funcional #Regresión","test_renewal_flow.py::test_renewal_inactive_plan_404, test_renewal_nonexistent_plan_404, test_renewal_non_socio_403, test_renewal_unauthenticated_401","Magali Bechis","CI/pytest local","14/09/2026","Plan inactivo/inexistente devuelve 404; rol incorrecto (recepcionista) devuelve 403; sin autenticación devuelve 401.","","memberships"
"TC-MEMBERSHIPS-03","Aviso automático de vencimiento de membresías (Celery Beat)","Valida que el job diario de vencimientos envíe recordatorios en los umbrales correctos, marque como vencida la membresía del día, y sea idempotente.","Existen membresías activas que vencen en 7, 3, 1 y 0 días, más una que no cae en ningún umbral.","Membresías con fecha_fin a 7, 3, 1 y 0 días desde hoy, más una a 5 días (fuera de umbral); tarea Celery Beat de vencimientos ejecutada dos veces para validar idempotencia; un socio sin email configurado.","1) Ejecutar el chequeo automático de vencimientos (Celery Beat).","Se envían recordatorios solo para membresías que vencen en 7/3/1 días; la que vence hoy cambia su estado a 'vencida' y dispara aviso final; la que vence en 5 días no recibe aviso; el job es idempotente (no duplica envíos si se corre dos veces); un socio sin email se salta sin error.","PASS","Alta","#Funcional #Integración #Regresión","test_expiration_task.py::test_alerts_are_sent_for_7_3_and_1_days, test_expiration_day_flips_estado_to_vencida, test_deduplication_prevents_double_send, test_membership_without_user_email_is_skipped","Gisele Lavisse","CI/pytest local","14/09/2026","Se envían recordatorios solo para membresías que vencen en 7/3/1 días; la que vence hoy cambia su estado a 'vencida' y dispara aviso final; la que vence en 5 días no recibe aviso; el job es idempotente (no duplica envíos si se corre dos veces); un socio sin email se salta sin error.","","memberships"
"TC-MEMBERSHIPS-04","CRUD de planes de membresía con validación de precio y duración","Verifica que el administrador pueda crear, consultar, editar y eliminar planes, y que se rechacen precios negativos o duraciones no soportadas.","Logueado como administrador.","Plan con duracion_dias=30 y precio='5000.00'; variantes con precio negativo ('-100.00') y duracion_dias no soportada (ej. 60 fuera de catálogo); PATCH de precio a '6000.00'.","1) Crear un plan con datos válidos. 2) Intentar crear con precio negativo o duración no soportada. 3) Consultar, editar (PATCH precio) y eliminar un plan existente.","Creación válida devuelve 201; precio negativo devuelve 400 con error en 'precio'; duración inválida devuelve 400 con error en 'duracion_dias'; consulta/edición/eliminación exitosas para el administrador.","PASS","Alta","#Funcional #CRUD #Regresión","test_planes_views.py::test_create_plan_admin_201, test_create_plan_negative_precio_400, test_create_plan_invalid_duracion_400, test_retrieve_plan_200, test_patch_plan_admin_200, test_delete_plan_admin_204","Jimena Gallegillo","CI/pytest local","14/09/2026","Creación válida devuelve 201; precio negativo devuelve 400 con error en 'precio'; duración inválida devuelve 400 con error en 'duracion_dias'; consulta/edición/eliminación exitosas para el administrador.","","memberships"
"TC-MEMBERSHIPS-05","Permisos de lectura y escritura sobre planes de membresía","Valida que recepcionista y socio puedan listar planes pero no crear/editar/eliminarlos, y que una solicitud anónima de listado sea rechazada.","Existen usuarios con rol recepcionista, socio y una solicitud anónima.","Roles recepcionista, socio y solicitud anónima ejecutando GET/POST/PATCH/DELETE sobre el recurso de planes de membresía.","1) Cada rol intenta listar planes; recepcionista también intenta crear/editar/eliminar un plan; un usuario anónimo intenta listar.","Recepcionista y socio pueden listar planes (200); los intentos de crear/editar/eliminar del recepcionista se bloquean (403); la solicitud anónima de listado se bloquea (401).","PASS","Crítica","#Seguridad #Funcional #Regresión","test_planes_views.py::test_list_planes_recep_200, test_list_planes_socio_200, test_unauthenticated_401, test_create_plan_recep_403, test_patch_plan_recep_403, test_delete_plan_recep_403","Magali Bechis","CI/pytest local","14/09/2026","Recepcionista y socio pueden listar planes (200); los intentos de crear/editar/eliminar del recepcionista se bloquean (403); la solicitud anónima de listado se bloquea (401).","","memberships"
"TC-MEMBERSHIPS-06","Creación de membresía con fecha de fin y estado calculados por el servidor","Verifica que al crear una membresía la fecha de fin se calcule a partir de la duración del plan y el estado se fuerce a 'activa', ignorando valores enviados por el cliente.","Administrador logueado; existen un socio y un plan activo.","Admin autenticado; socio y plan activo (duracion_dias=30); payload de creación de membresía que además incluye una fecha_fin y un valor de estado manipulados por el cliente.","1) El administrador crea una membresía especificando fecha de inicio. 2) El administrador intenta también enviar una fecha de fin o un valor de 'estado' en el payload.","La membresía se crea (201) con fecha_fin calculada correctamente a partir de la duración del plan (se ignora el valor enviado por el cliente); el estado se fuerza a 'activa' sin importar lo enviado; la creación sin autenticación se rechaza (401).","PASS","Alta","#Funcional #Regresión","test_membresias_views.py::test_create_membresia_admin_201, test_fecha_fin_computed_client_value_ignored, test_estado_not_writable_on_create, test_unauthenticated_401","Gisele Lavisse","CI/pytest local","14/09/2026","La membresía se crea (201) con fecha_fin calculada correctamente a partir de la duración del plan (se ignora el valor enviado por el cliente); el estado se fuerza a 'activa' sin importar lo enviado; la creación sin autenticación se rechaza (401).","","memberships"
"TC-MEMBERSHIPS-07","Transiciones de estado de membresía y restricción de listado al socio","Verifica las transiciones válidas de estado de una membresía, el rechazo de un estado inválido, y que el socio no pueda listar todas las membresías.","Existen usuarios administrador y socio; existe una membresía.","Membresía existente; PATCH de estado a 'vencida', 'suspendida' y 'cancelada'; PATCH con un valor inválido ('pendiente_pago'); socio solicitando el listado completo de membresías.","1) El administrador cambia el estado a vencida, suspendida y cancelada. 2) El administrador intenta un estado inválido (pendiente_pago). 3) El socio intenta listar todas las membresías.","Las transiciones de estado válidas se aceptan (200); el estado inválido se rechaza (400, error en 'estado'); el listado completo por parte del socio se prohíbe (403); la consulta/listado del administrador incluye datos anidados del plan.","PASS","Alta","#Funcional #Regresión","test_membresias_views.py::test_patch_estado_valid_values_200, test_patch_estado_pendiente_pago_400, test_retrieve_includes_nested_plan, test_list_membresias_admin_200, test_list_membresias_socio_403","Jimena Gallegillo","CI/pytest local","14/09/2026","Las transiciones de estado válidas se aceptan (200); el estado inválido se rechaza (400, error en 'estado'); el listado completo por parte del socio se prohíbe (403); la consulta/listado del administrador incluye datos anidados del plan.","","memberships"
"TC-MEMBERSHIPS-08","Consulta de membresía propia ('mi membresía') con alcance restringido","Valida el endpoint de estado de membresía propia para socios con y sin membresía activa, y que recepcionista/anónimo no puedan usarlo ni acceder al listado general de socios.","Un socio con y sin membresía activa; un recepcionista; una solicitud anónima.","Socio con membresía activa (datos anidados de plan) y socio sin membresía; recepcionista y solicitud anónima consultando el endpoint 'mi membresía'; socio intentando acceder al listado de socios.","1) Solicitud anónima consulta el estado propio. 2) Recepcionista lo solicita. 3) Socio con membresía activa lo solicita. 4) Socio sin membresía lo solicita. 5) Socio intenta acceder al listado completo de socios.","Anónimo devuelve 401; recepcionista devuelve 403; socio con membresía activa recibe 200 con datos anidados completos de membresía y plan; socio sin membresía recibe 200 con membresia_activa nula; socio accediendo al listado de socios recibe 403.","PASS","Crítica","#Seguridad #Funcional #Regresión","test_me_views.py::test_me_unauthenticated_401, test_me_non_socio_role_403, test_me_socio_with_active_membership_200, test_me_socio_with_no_membership_200, test_me_socio_cannot_access_socios_list_403","Magali Bechis","CI/pytest local","14/09/2026","Anónimo devuelve 401; recepcionista devuelve 403; socio con membresía activa recibe 200 con datos anidados completos de membresía y plan; socio sin membresía recibe 200 con membresia_activa nula; socio accediendo al listado de socios recibe 403.","","memberships"
"TC-PAYMENTS-01","Creación de preferencia de pago para un plan","Verifica que un socio pueda iniciar el pago de un plan y que se genere el link de pago junto con un registro de pago pendiente en base de datos.","Socio autenticado; existe un plan activo con precio definido.","Socio autenticado; plan activo (ej. 'Gold', precio=1500.00, duracion_dias=30); solicitud de creación de preferencia de pago.","1) El socio solicita iniciar el pago de un plan. 2) El sistema se comunica con la pasarela de pago para generar el link de cobro.","Se devuelve el link de pago (init_point) y el id de preferencia; se crea en la base de datos un registro de pago en estado 'pendiente' vinculado al socio y al plan, con el monto correcto.","PASS","Alta","#Funcional #Integración #Regresión","test_crear_preferencia.py::test_socio_creates_preference_and_persists_pago","Gisele Lavisse","CI/pytest local","14/09/2026","Se devuelve el link de pago (init_point) y el id de preferencia; se crea en la base de datos un registro de pago en estado 'pendiente' vinculado al socio y al plan, con el monto correcto.","","payments"
"TC-PAYMENTS-02","Bloqueo de creación de preferencia por rol o plan inactivo","Verifica que un administrador no pueda iniciar pagos y que no se pueda pagar un plan dado de baja, sin generar registros ni contactar la pasarela.","Existe un usuario administrador (no socio) y un plan que puede estar inactivo.","Usuario administrador (no socio) intentando iniciar un pago; plan con activo=False (dado de baja) y un socio válido.","1) Un administrador intenta iniciar un pago de un plan. 2) Un socio intenta iniciar el pago de un plan dado de baja (inactivo).","El administrador es rechazado por permisos; el intento sobre un plan inactivo devuelve 'no encontrado'; en ambos casos no se contacta a la pasarela ni se crea ningún registro de pago.","PASS","Crítica","#Seguridad #Funcional #Regresión","test_crear_preferencia.py::test_admin_cannot_create_preference, test_plan_inactive_returns_404","Jimena Gallegillo","CI/pytest local","14/09/2026","El administrador es rechazado por permisos; el intento sobre un plan inactivo devuelve 'no encontrado'; en ambos casos no se contacta a la pasarela ni se crea ningún registro de pago.","","payments"
"TC-PAYMENTS-03","Manejo de interrupción del gateway de pago (MercadoPago)","Verifica que el sistema responda de forma controlada, sin dejar registros inconsistentes, cuando la pasarela de pago falla o queda inaccesible.","Socio autenticado, plan activo válido.","Socio autenticado; plan activo válido; simulación de error/timeout de la API de MercadoPago (mock de fallo de la pasarela) al crear la preferencia.","1) El socio inicia el pago. 2) La pasarela de pago (MercadoPago) responde con un error o queda inaccesible.","El sistema no rompe; devuelve un error de 'gateway caído' (502) al cliente, sin dejar registros de pago inconsistentes.","PASS","Crítica","#Resiliencia #Funcional #Regresión","test_crear_preferencia.py::test_mp_failure_returns_502","Magali Bechis","CI/pytest local","14/09/2026","El sistema no rompe; devuelve un error de 'gateway caído' (502) al cliente, sin dejar registros de pago inconsistentes.","","payments"
"TC-PAYMENTS-04","Activación de membresía vía webhook de pago aprobado o rechazado","Verifica que el webhook de la pasarela active la membresía y envíe email de confirmación cuando el pago es aprobado, y que no lo haga cuando es rechazado.","Existe un pago pendiente asociado a una referencia externa, generado previamente por una preferencia de pago.","Pago pendiente vinculado a una referencia externa (preference_id); notificación webhook simulando estado 'approved' y, en otro caso, 'rejected'.","1) La pasarela notifica vía webhook que el pago fue aprobado. 2) En otro caso, notifica que el pago fue rechazado.","Aprobado: el pago pasa a 'aprobado', queda la fecha de acreditación, la membresía se activa en base de datos y se envía email de confirmación. Rechazado: el pago queda 'rechazado', la membresía no se activa y no se envía correo.","PASS","Crítica","#Funcional #Integración #Regresión","test_webhook.py::test_approved_webhook_activates_membership_and_sends_email, test_rejected_webhook_does_not_activate_membership","Gisele Lavisse","CI/pytest local","14/09/2026","Aprobado: el pago pasa a 'aprobado', queda la fecha de acreditación, la membresía se activa en base de datos y se envía email de confirmación. Rechazado: el pago queda 'rechazado', la membresía no se activa y no se envía correo.","","payments"
"TC-PAYMENTS-05","Validación de firma y referencia en el webhook de pagos","Verifica que el webhook rechace notificaciones con firma HMAC inválida y referencias a pagos inexistentes, sin modificar ningún registro.","Endpoint de webhook expuesto públicamente para ser llamado por la pasarela de pago.","Endpoint público de webhook; notificación con firma HMAC inválida y notificación con firma válida pero referenciando un payment_id inexistente.","1) Se recibe una notificación con firma inválida (no confiable). 2) Se recibe una notificación válida pero que referencia un pago inexistente.","En ambos casos el sistema rechaza la solicitud (400) y no procesa el pago; ningún registro se modifica.","PASS","Crítica","#Seguridad #Funcional #Regresión","test_webhook.py::test_invalid_signature_is_rejected, test_webhook_for_unknown_reference_returns_400","Jimena Gallegillo","CI/pytest local","14/09/2026","En ambos casos el sistema rechaza la solicitud (400) y no procesa el pago; ningún registro se modifica.","","payments"
"TC-PAYMENTS-06","Idempotencia ante notificaciones de webhook duplicadas","Verifica que reenviar la misma notificación de pago aprobado no vuelva a acreditar el pago ni reenvíe el correo de confirmación.","Ya se procesó exitosamente una notificación de pago aprobado.","Notificación de pago aprobado ya procesada previamente; reenvío exacto de la misma notificación webhook (mismo external_reference).","1) La pasarela reenvía exactamente la misma notificación de pago (duplicado, común en integraciones webhook).","El sistema no vuelve a acreditar el pago ni reenvía el correo de confirmación; la fecha de acreditación original se mantiene sin cambios.","PASS","Alta","#Funcional #Integración #Regresión","test_webhook.py::test_duplicate_webhook_is_idempotent","Magali Bechis","CI/pytest local","14/09/2026","El sistema no vuelve a acreditar el pago ni reenvía el correo de confirmación; la fecha de acreditación original se mantiene sin cambios.","","payments"
"TC-PAYMENTS-07","Cobro manual por recepción restringido a su rol","Verifica que un recepcionista pueda registrar un cobro manual (ej. efectivo) que active la membresía, y que un socio no pueda ejecutar esta operación por su cuenta.","Usuario con rol recepcionista autenticado; existe un socio y un plan válidos.","Recepcionista autenticado; socio y plan válidos (ej. 'ManualPlan', precio=500.00); cobro manual con monto='500.00'; socio intentando la misma operación.","1) El recepcionista registra un cobro manual (ej. efectivo) para un socio, indicando el plan y el monto. 2) Un socio intenta realizar esta misma operación por su cuenta.","El cobro del recepcionista se registra como 'aprobado' y de tipo manual, activa la membresía del socio en base de datos y dispara el correo de confirmación; el intento del socio se rechaza por permisos.","PASS","Crítica","#Seguridad #Funcional #Regresión","test_cobro_manual.py::test_receptionist_charges_manually_and_activates_membership, test_socio_cannot_call_manual_charge","Gisele Lavisse","CI/pytest local","14/09/2026","El cobro del recepcionista se registra como 'aprobado' y de tipo manual, activa la membresía del socio en base de datos y dispara el correo de confirmación; el intento del socio se rechaza por permisos.","","payments"
"TC-PAYMENTS-08","Trazabilidad de diferencias en cobros manuales frente al precio de lista","Verifica que se registre y advierta cuando un cobro manual difiere del precio de lista del plan (descuento o recargo), para trazabilidad y auditoría.","Personal autorizado registra un cobro manual sobre un plan con precio de referencia conocido.","Plan 'DiffPlan' con precio=1000.00; cobro manual con monto exacto (1000.00), con descuento (800.00) y con recargo (1200.00).","1) Se cobra exactamente el precio de lista. 2) Se cobra un monto menor (descuento). 3) Se cobra un monto mayor (recargo).","Cuando el monto coincide, no queda marca de diferencia; cuando difiere (por debajo o por encima), el pago guarda la diferencia respecto al precio de plan y el sistema deja constancia (warning) para trazabilidad/auditoría.","PASS","Media","#Funcional #Regresión","test_cobro_manual_diff.py::test_cobro_matching_plan_price_leaves_no_diff_marker, test_cobro_with_discount_stores_diff_and_warns, test_cobro_over_plan_price_also_recorded","Jimena Gallegillo","CI/pytest local","14/09/2026","Cuando el monto coincide, no queda marca de diferencia; cuando difiere (por debajo o por encima), el pago guarda la diferencia respecto al precio de plan y el sistema deja constancia (warning) para trazabilidad/auditoría.","","payments"
"TC-REPORTS-01","Exportación del reporte de morosidad en múltiples formatos","Verifica que el reporte de morosidad pueda exportarse correctamente en CSV, XLSX y PDF, reflejando los datos reales de socios morosos.","Admin autenticado; al menos un socio con membresía vencida existe en el sistema.","Socio con apellido 'Vencido' y DNI '12345678' con membresía vencida; solicitudes al reporte de morosidad en formato CSV, XLSX y PDF.","1) Solicitar el reporte de morosidad en formato CSV. 2) Solicitar el mismo reporte en formato XLSX. 3) Solicitar el mismo reporte en formato PDF.","Cada solicitud devuelve 200 con el content-type correcto (CSV, planilla, PDF); el archivo es un binario/texto válido y los datos del socio moroso (DNI, apellido, plan) aparecen correctamente, confirmando que el reporte refleja los datos reales de la base.","PASS","Media","#Funcional #Regresión","test_reports_endpoints.py::test_csv_export_returns_delinquent_row, test_xlsx_export_returns_binary, test_pdf_export_returns_pdf","Magali Bechis","CI/pytest local","14/09/2026","Cada solicitud devuelve 200 con el content-type correcto (CSV, planilla, PDF); el archivo es un binario/texto válido y los datos del socio moroso (DNI, apellido, plan) aparecen correctamente, confirmando que el reporte refleja los datos reales de la base.","","reports"
"TC-REPORTS-02","Codificación UTF-8 con BOM para caracteres acentuados en CSV","Verifica que el CSV de morosidad incluya el BOM UTF-8 para que los nombres con acentos y ñ se vean correctamente en Excel.","Admin autenticado; un socio con caracteres acentuados en su nombre (ej. 'José Peña') tiene membresía vencida.","Socio con nombre 'José' y apellido 'Peña' (caracteres acentuados) con membresía vencida; exportación CSV de morosidad decodificada verificando el marcador BOM UTF-8.","1) Exportar el reporte de morosidad en CSV.","El archivo comienza con el marcador BOM UTF-8 para que Excel renderice correctamente los acentos, y el nombre acentuado del socio aparece intacto al decodificarlo.","PASS","Media","#Funcional #Regresión","test_csv_bom.py::test_morosidad_csv_starts_with_utf8_bom","Gisele Lavisse","CI/pytest local","14/09/2026","El archivo comienza con el marcador BOM UTF-8 para que Excel renderice correctamente los acentos, y el nombre acentuado del socio aparece intacto al decodificarlo.","","reports"
"TC-REPORTS-03","Restricción del reporte de morosidad al rol administrador","Verifica que un socio (no administrador) no pueda acceder al reporte de morosidad.","Una cuenta de socio (no administrador) está autenticada.","Cuenta de socio autenticada intentando acceder al endpoint del reporte de morosidad.","1) Intentar abrir el endpoint del reporte de morosidad como este socio.","El acceso se deniega con respuesta prohibida (403); solo los administradores pueden ver/exportar reportes.","PASS","Alta","#Seguridad #Funcional #Regresión","test_reports_endpoints.py::test_socio_cannot_access_report","Jimena Gallegillo","CI/pytest local","14/09/2026","El acceso se deniega con respuesta prohibida (403); solo los administradores pueden ver/exportar reportes.","","reports"
"TC-REPORTS-04","Filtro por período en el reporte de facturación","Verifica que el reporte de facturación incluya solo los pagos del mes objetivo y que, sin período especificado, use el mes actual por defecto.","Admin autenticado; existen pagos aprobados tanto en el mes actual como en el mes anterior.","Pagos aprobados registrados en el mes actual y en el mes anterior; exportación CSV de facturación con parámetro de período explícito y sin especificarlo.","1) Exportar el reporte de facturación en CSV. 2) Solicitar el reporte de facturación sin especificar período.","El CSV contiene exactamente los pagos del mes objetivo (el pago del mes anterior se excluye); sin período especificado, el reporte usa el mes actual por defecto y responde exitosamente.","PASS","Media","#Funcional #Regresión","test_reports_endpoints.py::test_csv_only_includes_pagos_from_target_month, test_defaults_to_current_month","Magali Bechis","CI/pytest local","14/09/2026","El CSV contiene exactamente los pagos del mes objetivo (el pago del mes anterior se excluye); sin período especificado, el reporte usa el mes actual por defecto y responde exitosamente.","","reports"
"TC-REPORTS-05","Cálculo de permanencia en el reporte de asistencia","Verifica que el reporte de asistencia calcule correctamente la duración de permanencia cuando ingreso y egreso están emparejados, y la deje en blanco cuando no hay egreso registrado.","Admin autenticado; un socio con membresía activa tiene eventos de ingreso/egreso registrados.","Socio con membresía activa; evento de ingreso y egreso 45 minutos después (permanencia calculable); segundo evento de solo ingreso sin egreso emparejado.","1) Registrar un ingreso y un egreso 45 minutos después, y exportar el reporte de asistencia en CSV. 2) Registrar solo un ingreso (sin egreso) para otra sesión y exportar nuevamente.","Cuando ingreso y egreso están emparejados, el reporte muestra los datos del socio más la duración de permanencia correcta (45 minutos); cuando no hay egreso emparejado, la columna de permanencia queda en blanco en vez de mostrar un dato incorrecto.","PASS","Media","#Funcional #Regresión","test_reports_endpoints.py::test_csv_includes_permanence_when_entry_and_exit_paired, test_csv_leaves_permanencia_blank_when_no_exit_matches","Gisele Lavisse","CI/pytest local","14/09/2026","Cuando ingreso y egreso están emparejados, el reporte muestra los datos del socio más la duración de permanencia correcta (45 minutos); cuando no hay egreso emparejado, la columna de permanencia queda en blanco en vez de mostrar un dato incorrecto.","","reports"
"TC-USERS-01","Login exitoso con datos de perfil en la respuesta","Verifica que el login responda 200 con los campos base del usuario, y que incluya nombre/apellido solo cuando el perfil está completo.","Existe un usuario registrado con email y contraseña válidos.","Usuario registrado con email y contraseña válidos (ej. socio@winniegym.com); login con perfil incompleto y con perfil completo (is_profile_complete=true).","1) Enviar login con email y contraseña correctos. 2) Revisar la respuesta.","Responde 200 OK e incluye un objeto 'user' con id, email, rol e is_profile_complete; si el perfil está incompleto no aparecen nombre/apellido, y si está completo sí aparecen junto con is_profile_complete=true.","PASS","Crítica","#Seguridad #Funcional #Smoke #Regresión","test_views.py::test_jwt_login_response_contains_base_fields, test_jwt_login_response_includes_nombre_apellido_when_profile_complete","Jimena Gallegillo","CI/pytest local","14/09/2026","Responde 200 OK e incluye un objeto 'user' con id, email, rol e is_profile_complete; si el perfil está incompleto no aparecen nombre/apellido, y si está completo sí aparecen junto con is_profile_complete=true.","","users"
"TC-USERS-02","Rechazo de acceso a perfil sin autenticación","Verifica que completar o consultar el perfil de usuario sin token de autenticación devuelva 401 Unauthorized.","No hay token de autenticación provisto.","Solicitudes a completar-perfil y a obtener perfil sin header Authorization.","1) Intentar completar perfil sin token. 2) Intentar obtener el perfil sin token.","Ambas peticiones devuelven 401 Unauthorized.","PASS","Crítica","#Seguridad #Regresión","test_views.py::test_unauthenticated_returns_401 (CompleteProfileViewTests), test_unauthenticated_get_returns_401 (ProfileViewTests)","Magali Bechis","CI/pytest local","14/09/2026","Ambas peticiones devuelven 401 Unauthorized.","","users"
"TC-USERS-03","Completar perfil con validación de campos y DNI único","Verifica las validaciones al completar el perfil de un usuario (campos requeridos, DNI duplicado) y la creación del Socio asociado al completarlo correctamente.","Usuario autenticado con perfil incompleto (sin Socio asociado).","Payload de completar perfil con campos faltantes, con DNI ya usado por otro usuario, y con datos válidos completos; reintento sobre un perfil ya completo.","1) Enviar completar-perfil sin campos requeridos. 2) Enviar con un DNI ya usado por otro usuario. 3) Enviar datos válidos y completos.","Faltan campos: 400 con detalle por campo; DNI duplicado: 400 indicando conflicto en dni; datos válidos: 201 Created y el registro Socio queda creado en base de datos asociado al usuario; reintentar sobre un perfil ya completo devuelve 400.","PASS","Alta","#Funcional #Regresión","test_views.py::test_missing_required_fields_returns_400, test_duplicate_dni_returns_400, test_valid_request_creates_socio_and_returns_201, test_already_complete_returns_400","Gisele Lavisse","CI/pytest local","14/09/2026","Faltan campos: 400 con detalle por campo; DNI duplicado: 400 indicando conflicto en dni; datos válidos: 201 Created y el registro Socio queda creado en base de datos asociado al usuario; reintentar sobre un perfil ya completo devuelve 400.","","users"
"TC-USERS-04","Consulta y edición de perfil con DNI protegido","Verifica el comportamiento del endpoint de perfil con y sin Socio asociado, la edición de campos permitidos y la protección del DNI ante intentos de modificación.","Usuario autenticado; puede o no tener perfil (Socio) creado.","Usuario sin Socio asociado y usuario con Socio asociado; PATCH de nombre/apellido/teléfono; intento de PATCH del campo dni.","1) Obtener perfil sin Socio asociado. 2) Obtener perfil con Socio asociado. 3) Editar (PATCH) nombre/apellido/teléfono. 4) Intentar cambiar el DNI.","Sin Socio: 404; con Socio: 200 con dni/nombre/apellido/email correctos; PATCH de campos permitidos: 200 con valores actualizados; el DNI no se modifica pese al intento (se ignora, se mantiene el original).","PASS","Alta","#Funcional #Regresión","test_views.py::test_user_without_socio_returns_404, test_user_with_socio_returns_200_with_correct_fields, test_patch_updates_allowed_fields, test_patch_ignores_dni_change","Jimena Gallegillo","CI/pytest local","14/09/2026","Sin Socio: 404; con Socio: 200 con dni/nombre/apellido/email correctos; PATCH de campos permitidos: 200 con valores actualizados; el DNI no se modifica pese al intento (se ignora, se mantiene el original).","","users"
